amenity_id,category,subtype,name,latitude,longitude,district
N6942475285,community,place_of_worship,Junk Removal dubai,24.423051,54.437281,Danet Abu Dhabi
N11954433052,community,place_of_worship,Ladies' prayer room,24.413179,54.351354,Danet Abu Dhabi
W1252862955,community,park,Long Leaf Park,24.442362,54.411449,Danet Abu Dhabi
W1252862956,community,park,Long Leaf Park,24.443068,54.409665,Danet Abu Dhabi
W159146899,community,place_of_worship,Mariam Umm Eisa Masjid,24.449712,54.385824,Danet Abu Dhabi
W79124389,community,place_of_worship,Masjid Ubay ibn Ka'b,24.436866,54.437265,Danet Abu Dhabi
N11954433024,community,place_of_worship,Men's prayer room,24.41292,54.352409,Danet Abu Dhabi
W399210036,community,place_of_worship,Mosque,24.439945,54.43902,Danet Abu Dhabi
W172630620,community,park,Mushrif Park,24.452278,54.381212,Danet Abu Dhabi
W399206859,community,place_of_worship,Nashu Hajii Al Qabiisii,24.437514,54.433411,Danet Abu Dhabi
W399207149,community,place_of_worship,Rashid Watiq Al Muroor,24.439128,54.431898,Danet Abu Dhabi
W1161227744,community,place_of_worship,Saad bin Maaz mosque,24.451362,54.391889,Danet Abu Dhabi
N5331975322,community,place_of_worship,Scheich-Zayid-Moschee,24.446565,54.392865,Danet Abu Dhabi
N4565472298,community,place_of_worship,Shaikh Mohammed bin Khalid Al Nahyan Mosque,24.443999,54.369175,Danet Abu Dhabi
W171517822,community,place_of_worship,St Andrews Church,24.449435,54.386482,Danet Abu Dhabi
W170066463,community,place_of_worship,St Anthonys,24.449126,54.384779,Danet Abu Dhabi
N3926525194,community,place_of_worship,St Joseph's Catholic Church,24.448938,54.385483,Danet Abu Dhabi
N5981667501,community,place_of_worship,St Theresa,24.44903,54.385004,Danet Abu Dhabi
N6823910586,community,place_of_worship,St. George Orthodox Cathedral Church,24.429736,54.397136,Danet Abu Dhabi
N6830704240,community,place_of_worship,St. George's Orthodox Cathedral,24.447201,54.388253,Danet Abu Dhabi
N6830708989,community,place_of_worship,St. Nicholas Ortodox Church,24.449067,54.386401,Danet Abu Dhabi
W479334668,community,place_of_worship,The Evangelical Church,24.447587,54.38813,Danet Abu Dhabi
N10763489605,community,community_centre,(unnamed community_centre),24.410605,54.564775,Khalifa City
W168546749,community,park,(unnamed park),24.4456,54.566152,Khalifa City
W168546751,community,park,(unnamed park),24.444783,54.560355,Khalifa City
W168546758,community,park,(unnamed park),24.445039,54.562799,Khalifa City
W173009676,community,park,(unnamed park),24.432812,54.570695,Khalifa City
W758403734,community,park,(unnamed park),24.411237,54.589492,Khalifa City
W1518210495,community,park,(unnamed park),24.416527,54.54505,Khalifa City
W1518210496,community,park,(unnamed park),24.415391,54.543892,Khalifa City
W1518210519,community,park,(unnamed park),24.418132,54.545948,Khalifa City
W1519188741,community,park,(unnamed park),24.404539,54.564785,Khalifa City
W1521294089,community,park,(unnamed park),24.424897,54.594862,Khalifa City
W1521294095,community,park,(unnamed park),24.4275,54.584476,Khalifa City
W1521294096,community,park,(unnamed park),24.425884,54.56335,Khalifa City
W1521294103,community,park,(unnamed park),24.415851,54.566042,Khalifa City
W1521294108,community,park,(unnamed park),24.414843,54.561289,Khalifa City
W1521294110,community,park,(unnamed park),24.419911,54.559614,Khalifa City
W1521294126,community,park,(unnamed park),24.407644,54.575958,Khalifa City
W1521294132,community,park,(unnamed park),24.413872,54.598372,Khalifa City
W170311617,community,place_of_worship,(unnamed place_of_worship),24.46116,54.556285,Khalifa City
W380986444,community,place_of_worship,(unnamed place_of_worship),24.428136,54.567316,Khalifa City
W380986982,community,place_of_worship,(unnamed place_of_worship),24.434272,54.581411,Khalifa City
W483093285,community,place_of_worship,(unnamed place_of_worship),24.427118,54.593729,Khalifa City
W663763506,community,place_of_worship,(unnamed place_of_worship),24.415481,54.581056,Khalifa City
W663763507,community,place_of_worship,(unnamed place_of_worship),24.422162,54.58688,Khalifa City
W663763510,community,place_of_worship,(unnamed place_of_worship),24.417501,54.570683,Khalifa City
W663763511,community,place_of_worship,(unnamed place_of_worship),24.405103,54.564195,Khalifa City
W663763512,community,place_of_worship,(unnamed place_of_worship),24.414923,54.562291,Khalifa City
W663763513,community,place_of_worship,(unnamed place_of_worship),24.41307,54.554334,Khalifa City
W1148130913,community,place_of_worship,(unnamed place_of_worship),24.413823,54.597346,Khalifa City
N2088385381,community,playground,(unnamed playground),24.431369,54.566731,Khalifa City
N9403201917,community,playground,(unnamed playground),24.435007,54.577446,Khalifa City
W1189994502,community,park,Himma Park,24.414914,54.581358,Khalifa City
W718346009,community,park,Khalifa City Park,24.416945,54.588971,Khalifa City
N5167434953,community,place_of_worship,Masjid Jama al-Assadin,24.420128,54.579368,Khalifa City
W1154661823,community,place_of_worship,Mosque Khalifa City,24.398844,54.561853,Khalifa City
W532538755,community,place_of_worship,مسجد ابوايوب الانصاري,24.424191,54.577387,Khalifa City
W1349597362,community,park,(unnamed park),24.425279,54.60604,Masdar City
W1349597364,community,park,(unnamed park),24.42179,54.602252,Masdar City
W1519188735,community,park,(unnamed park),24.390822,54.6447,Masdar City
N5500391923,community,place_of_worship,(unnamed place_of_worship),24.362225,54.627733,Masdar City
W223133358,community,place_of_worship,(unnamed place_of_worship),24.44162,54.627159,Masdar City
W663763504,community,place_of_worship,(unnamed place_of_worship),24.366325,54.638736,Masdar City
W663763505,community,place_of_worship,(unnamed place_of_worship),24.37646,54.649567,Masdar City
W1148475784,community,place_of_worship,(unnamed place_of_worship),24.433765,54.59871,Masdar City
W1150332558,community,place_of_worship,(unnamed place_of_worship),24.419346,54.603436,Masdar City
N12495473917,community,playground,(unnamed playground),24.443314,54.613224,Masdar City
W1249247177,community,playground,(unnamed playground),24.438672,54.611931,Masdar City
W1249247174,community,park,Al Masar Park,24.428406,54.60594,Masdar City
W1047209591,community,place_of_worship,Ayoub bin Khalid bin Zaid Terminal 2 Masjid,24.419564,54.653149,Masdar City
N3828472657,community,place_of_worship,Female Prayer Room,24.432966,54.617027,Masdar City
N3828727108,community,place_of_worship,Female Prayer Room,24.43232,54.618838,Masdar City
N3828727111,community,place_of_worship,Male Prayer Room,24.433095,54.61874,Masdar City
N3828766459,community,place_of_worship,Male Prayer Room,24.432785,54.617253,Masdar City
W1229985367,community,park,Masdar City Central Park,24.431441,54.61731,Masdar City
W62271379,community,park,New Airport Park,24.421667,54.645438,Masdar City
W1520316325,community,park,(unnamed park),24.310016,54.535985,Mohammed Bin Zayed City
W1520316326,community,park,(unnamed park),24.320239,54.546519,Mohammed Bin Zayed City
W1520316341,community,park,(unnamed park),24.326467,54.541287,Mohammed Bin Zayed City
N7049270534,community,place_of_worship,(unnamed place_of_worship),24.329545,54.537278,Mohammed Bin Zayed City
W210353007,community,place_of_worship,(unnamed place_of_worship),24.296007,54.541314,Mohammed Bin Zayed City
W482364029,community,place_of_worship,(unnamed place_of_worship),24.327892,54.533978,Mohammed Bin Zayed City
W483852001,community,place_of_worship,(unnamed place_of_worship),24.32573,54.53179,Mohammed Bin Zayed City
W669296038,community,place_of_worship,(unnamed place_of_worship),24.337036,54.531001,Mohammed Bin Zayed City
N5405136121,community,playground,(unnamed playground),24.330961,54.538004,Mohammed Bin Zayed City
W669311935,community,playground,(unnamed playground),24.331409,54.534777,Mohammed Bin Zayed City
W168402178,community,place_of_worship,Amna Ahmad,24.321067,54.531342,Mohammed Bin Zayed City
N4237459093,community,community_centre,FunCity,24.335612,54.52367,Mohammed Bin Zayed City
W755641759,community,park,MBZ City Park,24.297499,54.555348,Mohammed Bin Zayed City
W755641758,community,park,MBZ Park,24.2955,54.563148,Mohammed Bin Zayed City
W1151679721,community,place_of_worship,Maryam Jamal Al Khoory,24.323286,54.531585,Mohammed Bin Zayed City
W482026686,community,place_of_worship,Sheikh Mohammed Bin Khalifa Mosque,24.331104,54.531431,Mohammed Bin Zayed City
N3597720571,community,place_of_worship,(unnamed place_of_worship),24.357194,54.496983,Mussafah
N4562202647,community,place_of_worship,(unnamed place_of_worship),24.357183,54.506903,Mussafah
N4685195993,community,place_of_worship,(unnamed place_of_worship),24.35258,54.52374,Mussafah
N4788440136,community,place_of_worship,(unnamed place_of_worship),24.321711,54.477766,Mussafah
N4828749425,community,place_of_worship,(unnamed place_of_worship),24.343531,54.484999,Mussafah
N4933358222,community,place_of_worship,(unnamed place_of_worship),24.312914,54.497495,Mussafah
N5321042221,community,place_of_worship,(unnamed place_of_worship),24.361457,54.512719,Mussafah
N7225017386,community,place_of_worship,(unnamed place_of_worship),24.363873,54.520108,Mussafah
N9546861588,community,place_of_worship,(unnamed place_of_worship),24.355966,54.513068,Mussafah
W117601289,community,place_of_worship,(unnamed place_of_worship),24.373802,54.510379,Mussafah
W410932403,community,place_of_worship,(unnamed place_of_worship),24.358205,54.506858,Mussafah
W431430460,community,place_of_worship,(unnamed place_of_worship),24.37341,54.500374,Mussafah
W454798773,community,place_of_worship,(unnamed place_of_worship),24.347228,54.509762,Mussafah
W483084389,community,place_of_worship,(unnamed place_of_worship),24.359835,54.502336,Mussafah
W1026131907,community,place_of_worship,(unnamed place_of_worship),24.37171,54.512333,Mussafah
W1026166955,community,place_of_worship,(unnamed place_of_worship),24.371879,54.49194,Mussafah
W1036223199,community,place_of_worship,(unnamed place_of_worship),24.355955,54.513072,Mussafah
N4580663691,community,playground,(unnamed playground),24.362406,54.519083,Mussafah
N5245201422,community,place_of_worship,Al siraj mosque,24.355609,54.513392,Mussafah
N4563896392,community,place_of_worship,Al siraj mosque mussafa,24.355662,54.514568,Mussafah
N4950866324,community,place_of_worship,Arminian church,24.348148,54.522412,Mussafah
N4740861732,community,community_centre,Heavy vehicle inspection centre,24.352337,54.483354,Mussafah
N5954257491,community,place_of_worship,Masjid Salman Alfarsi,24.36972,54.530122,Mussafah
N4691772321,community,place_of_worship,Mosque inside camp,24.348295,54.514273,Mussafah
N5360337922,community,place_of_worship,Mosque masjid,24.351666,54.520543,Mussafah
N5245222921,community,community_centre,Musaffah 34 ( m 34 ),24.35054,54.515853,Mussafah
N6830654086,community,place_of_worship,Prophet Elias Catheddal Greek Ortodox,24.349478,54.515336,Mussafah
N3926521249,community,place_of_worship,St Paul's Church Mussafah,24.348904,54.515119,Mussafah
N4501720995,community,place_of_worship,Tablighi Markez,24.369522,54.530257,Mussafah
N4703925909,community,place_of_worship,Uthman Mosque,24.365885,54.512647,Mussafah
N4581266091,community,place_of_worship,Worker village mosque,24.360801,54.520041,Mussafah
W482308027,community,place_of_worship,Мечеть,24.369708,54.522203,Mussafah
W1026166953,community,place_of_worship,Мечеть,24.369945,54.522117,Mussafah
W363038725,community,park,(unnamed park),24.537153,54.434044,Saadiyat Island
W390487743,community,park,(unnamed park),24.510853,54.448484,Saadiyat Island
W1101410125,community,park,(unnamed park),24.521822,54.436428,Saadiyat Island
W1218153525,community,park,(unnamed park),24.523545,54.442472,Saadiyat Island
W1218153526,community,park,(unnamed park),24.525572,54.441673,Saadiyat Island
W1218153527,community,park,(unnamed park),24.524886,54.439951,Saadiyat Island
W1218153529,community,park,(unnamed park),24.523105,54.441015,Saadiyat Island
W1218153530,community,park,(unnamed park),24.524461,54.442095,Saadiyat Island
W1346304274,community,park,(unnamed park),24.520637,54.434649,Saadiyat Island
W1377707651,community,park,(unnamed park),24.533503,54.400731,Saadiyat Island
W1519188790,community,park,(unnamed park),24.585006,54.47475,Saadiyat Island
W1519188801,community,park,(unnamed park),24.573925,54.465575,Saadiyat Island
W1519188802,community,park,(unnamed park),24.571676,54.464691,Saadiyat Island
W1519188805,community,park,(unnamed park),24.569547,54.465113,Saadiyat Island
W1519188807,community,park,(unnamed park),24.568837,54.463733,Saadiyat Island
W1519188810,community,park,(unnamed park),24.521169,54.444652,Saadiyat Island
W1519188812,community,park,(unnamed park),24.520802,54.443283,Saadiyat Island
N5271717806,community,place_of_worship,(unnamed place_of_worship),24.544912,54.434916,Saadiyat Island
W804347433,community,place_of_worship,(unnamed place_of_worship),24.570491,54.46373,Saadiyat Island
N11939473770,community,playground,(unnamed playground),24.560025,54.450708,Saadiyat Island
W499159887,community,playground,(unnamed playground),24.523215,54.436138,Saadiyat Island
W727707199,community,playground,(unnamed playground),24.5219,54.432571,Saadiyat Island
W1321849374,community,park,East Plaza,24.523043,54.435544,Saadiyat Island
W1019914867,community,place_of_worship,Imam Al-Tayeb Mosque,24.530727,54.405149,Saadiyat Island
N13826405305,community,park,Jubail Mangrove Park,24.545987,54.486727,Saadiyat Island
W1047401808,community,place_of_worship,Jumma Mosque,24.539768,54.439787,Saadiyat Island
W1019914868,community,place_of_worship,Moses Ben Maimon Synagogue,24.530569,54.406092,Saadiyat Island
W1019914869,community,place_of_worship,St. Francis Church,24.531437,54.406231,Saadiyat Island
W173529919,community,park,(unnamed park),24.477503,54.6146,Yas Island
W390452625,community,park,(unnamed park),24.50536,54.598746,Yas Island
W666371454,community,park,(unnamed park),24.494202,54.580251,Yas Island
W1516192601,community,park,(unnamed park),24.498655,54.583169,Yas Island
W1516192604,community,park,(unnamed park),24.501046,54.575269,Yas Island
W1516192609,community,park,(unnamed park),24.502076,54.599961,Yas Island
W1516192611,community,park,(unnamed park),24.507199,54.602982,Yas Island
W1518210464,community,park,(unnamed park),24.490669,54.590079,Yas Island
W1518210465,community,park,(unnamed park),24.492476,54.58249,Yas Island
W1520392491,community,park,(unnamed park),24.503541,54.603383,Yas Island
W1520392504,community,park,(unnamed park),24.496291,54.5864,Yas Island
W1520392510,community,park,(unnamed park),24.498295,54.584041,Yas Island
N10253525159,community,place_of_worship,(unnamed place_of_worship),24.488309,54.600472,Yas Island
W729181229,community,place_of_worship,(unnamed place_of_worship),24.498865,54.588391,Yas Island
W729193750,community,place_of_worship,(unnamed place_of_worship),24.502703,54.588258,Yas Island
N4156236403,community,playground,(unnamed playground),24.488635,54.600116,Yas Island
N5348957821,community,playground,(unnamed playground),24.493709,54.623156,Yas Island
N5349163721,community,playground,(unnamed playground),24.493255,54.623083,Yas Island
W1226678399,community,playground,(unnamed playground),24.483126,54.622444,Yas Island
W1226678400,community,playground,(unnamed playground),24.483041,54.622279,Yas Island
N4278717697,community,playground,Junior Training Camp,24.483875,54.608561,Yas Island
W313506635,community,park,West park,24.488336,54.622464,Yas Island
W609175052,community,park,Yas Park,24.488173,54.623723,Yas Island
W1517011410,community,park,(unnamed park),24.315859,54.631015,Zayed City
W1519188821,community,park,(unnamed park),24.35879,54.560662,Zayed City
W1519188824,community,park,(unnamed park),24.340509,54.549158,Zayed City
W1519188829,community,park,(unnamed park),24.332627,54.54949,Zayed City
W1519188831,community,park,(unnamed park),24.330102,54.57774,Zayed City
W1519188853,community,park,(unnamed park),24.333801,54.577593,Zayed City
W1519188872,community,park,(unnamed park),24.321589,54.568057,Zayed City
W1519188873,community,park,(unnamed park),24.33846,54.571561,Zayed City
W1519188875,community,park,(unnamed park),24.339241,54.568001,Zayed City
W1519188876,community,park,(unnamed park),24.36958,54.552394,Zayed City
W1520316141,community,park,(unnamed park),24.364097,54.540672,Zayed City
W1520316146,community,park,(unnamed park),24.356271,54.541067,Zayed City
W1520316151,community,park,(unnamed park),24.354496,54.558173,Zayed City
W1520316262,community,park,(unnamed park),24.330404,54.546638,Zayed City
W1520316267,community,park,(unnamed park),24.336416,54.556504,Zayed City
W1520316272,community,park,(unnamed park),24.332782,54.568912,Zayed City
W1520316278,community,park,(unnamed park),24.345319,54.569655,Zayed City
W1520316294,community,park,(unnamed park),24.303195,54.573592,Zayed City
W1520316311,community,park,(unnamed park),24.364561,54.551813,Zayed City
W1520316314,community,park,(unnamed park),24.3692,54.54603,Zayed City
W1520316323,community,park,(unnamed park),24.350133,54.542107,Zayed City
W1520316324,community,park,(unnamed park),24.340891,54.552987,Zayed City
W1520316340,community,park,(unnamed park),24.327759,54.556847,Zayed City
N4725500542,community,place_of_worship,(unnamed place_of_worship),24.353502,54.545752,Zayed City
N4761102038,community,place_of_worship,(unnamed place_of_worship),24.359542,54.545978,Zayed City
W478960166,community,place_of_worship,(unnamed place_of_worship),24.295174,54.627148,Zayed City
W480270746,community,place_of_worship,(unnamed place_of_worship),24.326145,54.63161,Zayed City
W480455390,community,place_of_worship,(unnamed place_of_worship),24.3168,54.631492,Zayed City
W480567124,community,place_of_worship,(unnamed place_of_worship),24.297702,54.628969,Zayed City
W480572223,community,place_of_worship,(unnamed place_of_worship),24.314632,54.610081,Zayed City
W480733114,community,place_of_worship,(unnamed place_of_worship),24.294571,54.634013,Zayed City
W480739633,community,place_of_worship,(unnamed place_of_worship),24.307279,54.615307,Zayed City
W480742795,community,place_of_worship,(unnamed place_of_worship),24.312111,54.609065,Zayed City
W480753448,community,place_of_worship,(unnamed place_of_worship),24.294999,54.630967,Zayed City
W482024048,community,place_of_worship,(unnamed place_of_worship),24.342339,54.530403,Zayed City
W482116369,community,place_of_worship,(unnamed place_of_worship),24.337147,54.53557,Zayed City
W482577168,community,place_of_worship,(unnamed place_of_worship),24.341434,54.533215,Zayed City
W663763503,community,place_of_worship,(unnamed place_of_worship),24.339795,54.625892,Zayed City
W1037420879,community,place_of_worship,(unnamed place_of_worship),24.298778,54.622432,Zayed City
W1037420917,community,place_of_worship,(unnamed place_of_worship),24.293675,54.636604,Zayed City
W1156866947,community,place_of_worship,(unnamed place_of_worship),24.370368,54.562391,Zayed City
N4916853399,community,playground,(unnamed playground),24.342765,54.536738,Zayed City
N7048772630,community,playground,(unnamed playground),24.337015,54.547106,Zayed City
W1253181388,community,playground,Al Boboush St PLay ground,24.343481,54.532756,Zayed City
N10870254349,community,place_of_worship,Al Saada Mosque مسجد السعادة,24.305313,54.580756,Zayed City
N6986705985,community,place_of_worship,Al jaber camp masjid,24.283381,54.606925,Zayed City
W442180878,community,place_of_worship,As Salaam Mosque,24.353304,54.558171,Zayed City
N4562241668,community,community_centre,Bohra Islamic Cultural Complex (Mohammedi Masjid),24.358972,54.538143,Zayed City
W754513058,community,playground,MBZ Playground,24.337014,54.547117,Zayed City
W370612737,community,place_of_worship,Masjed Fatima Bint Mubarak,24.340598,54.554644,Zayed City
N4327621893,community,community_centre,Wanasa,24.310471,54.620301,Zayed City
N5566869133,community,place_of_worship,Z25 Mosque,24.311383,54.570009,Zayed City
W480898841,education,kindergarten,(unnamed kindergarten),24.554299,54.684017,Al Bahia
W383433264,education,school,(unnamed school),24.526498,54.67262,Al Bahia
W383433994,education,school,(unnamed school),24.540106,54.677327,Al Bahia
W383433995,education,school,(unnamed school),24.541363,54.680272,Al Bahia
W480341374,education,school,(unnamed school),24.521483,54.67553,Al Bahia
W480574898,education,school,(unnamed school),24.520021,54.662436,Al Bahia
W480692709,education,school,(unnamed school),24.549803,54.680958,Al Bahia
W480752748,education,school,(unnamed school),24.557537,54.676905,Al Bahia
W481842680,education,school,(unnamed school),24.595525,54.700372,Al Bahia
W480334482,education,kindergarten,Al Amal KG,24.524468,54.684509,Al Bahia
W480657298,education,college,Al Khawarizmi International College,24.516982,54.665637,Al Bahia
W480052781,education,school,Al Thuraya KG,24.542351,54.631706,Al Bahia
W480334471,education,school,Amity International School,24.537086,54.631825,Al Bahia
W480334473,education,school,Ibn Sina Scool,24.521502,54.688561,Al Bahia
N4027149128,education,school,Al Ghazali School Cycle Two,24.457529,54.339789,Al Bateen
N4191802891,education,kindergarten,(unnamed kindergarten),24.447066,54.365189,Al Khalidiyah
N5591448022,education,kindergarten,(unnamed kindergarten),24.460259,54.378234,Al Khalidiyah
W480437392,education,kindergarten,(unnamed kindergarten),24.464414,54.367891,Al Khalidiyah
W66018629,education,school,(unnamed school),24.459689,54.367554,Al Khalidiyah
W480458946,education,school,Abu Dhabi International (PVT) School,24.462344,54.365633,Al Khalidiyah
N4866138621,education,school,Aisha Abi Baker School,24.465518,54.371142,Al Khalidiyah
W66018780,education,school,Al Almeen Boys School,24.461146,54.365859,Al Khalidiyah
N4027140902,education,school,Al Bateen School Cycle One,24.460585,54.344584,Al Khalidiyah
W119134105,education,college,Al Hosn University,24.460098,54.376989,Al Khalidiyah
W297231814,education,school,American Community School of Abu Dhabi,24.463737,54.340827,Al Khalidiyah
N4362650789,education,school,Emirates College of Technology - Media Campus,24.460571,54.350378,Al Khalidiyah
W170082899,education,school,Emirates National School,24.4563,54.359325,Al Khalidiyah
W218412876,education,school,German International School Abu Dhabi,24.466632,54.360576,Al Khalidiyah
W480485903,education,school,Hamdan Bin Zayed School,24.460602,54.358433,Al Khalidiyah
W196483135,education,school,International Community School,24.466572,54.355147,Al Khalidiyah
N5613747723,education,kindergarten,Jigsaw Nursery,24.455713,54.371661,Al Khalidiyah
N1709802644,education,kindergarten,Mother Care,24.47544,54.34866,Al Khalidiyah
W260009994,education,school,Mubarak bin Mohammed School,24.458389,54.355429,Al Khalidiyah
N1709807742,education,kindergarten,Playhouse,24.476818,54.348975,Al Khalidiyah
W69021469,education,school,Sheikh Zayed Private Academy for Girls,24.453166,54.371397,Al Khalidiyah
N4273181289,education,school,TGP Academy,24.472925,54.347592,Al Khalidiyah
W480905831,education,kindergarten,Tiny Dreams Nursery,24.467374,54.346745,Al Khalidiyah
W437418062,education,school,المدرسة اليابانيه أبوظبي,24.456779,54.343219,Al Khalidiyah
N6018055986,education,school,(unnamed school),24.382882,54.513989,Al Maqta
W217441824,education,school,(unnamed school),24.416047,54.515374,Al Maqta
W483600435,education,school,(unnamed school),24.375949,54.537325,Al Maqta
W1239289247,education,university,(unnamed university),24.419215,54.499754,Al Maqta
W989380938,education,school,ADNOC Schools Sas Al Nakhl,24.417061,54.514743,Al Maqta
N4728660329,education,school,Bilingual Montessori School of Paris,24.424757,54.4548,Al Maqta
N2170169906,education,school,Brighton College Abu Dhabi,24.429743,54.460629,Al Maqta
W91207530,education,school,Emirates College for Advanced Education,24.419598,54.495209,Al Maqta
N6165418186,education,school,Emirates technical & safety development centre - ETSDC,24.382608,54.513787,Al Maqta
N4386799610,education,school,Hunain School,24.393615,54.497563,Al Maqta
N4394671397,education,school,Hunain School,24.393841,54.496808,Al Maqta
N4362577794,education,school,Petroleum Institutes,24.421324,54.503782,Al Maqta
N5275614935,education,school,INSEAD Business School,24.501636,54.389573,Al Maryah Island
W360725864,education,school,(unnamed school),24.456917,54.738234,Al Reef
W360725869,education,school,(unnamed school),24.426297,54.729318,Al Reef
W360725868,education,school,Ajyal International School,24.445677,54.720505,Al Reef
W483278176,education,school,Al Maha School,24.422582,54.741652,Al Reef
W360725867,education,kindergarten,Al Nayfa Kindergarden,24.446376,54.712844,Al Reef
N4358266690,education,school,Al Qodra School,24.42707,54.741669,Al Reef
W360725866,education,school,Al Salam School,24.446696,54.711168,Al Reef
N13106423601,education,school,Al Yasat Private School,24.394628,54.710644,Al Reef
N4603100100,education,school,Altafawq,24.396451,54.733021,Al Reef
W360725865,education,school,Girls School,24.458694,54.721736,Al Reef
N2645875442,education,kindergarten,Smart Learning Nurseries,24.456387,54.671727,Al Reef
N4386799607,education,school,Umm Al Emarat school,24.409742,54.731413,Al Reef
W1019516967,education,school,(unnamed school),24.465367,54.393619,Al Reem Island
W1324029251,education,school,Nord Anglea International School Abu Dhabi,24.485656,54.410333,Al Reem Island
W1379942877,education,school,Nord Anglia International School,24.485727,54.410138,Al Reem Island
W551563570,education,school,Repton School Rose Campus,24.507211,54.407062,Al Reem Island
W80819288,education,university,Sorbonne University Abu Dhabi,24.488631,54.411933,Al Reem Island
N4791546524,education,school,(unnamed school),24.362232,54.714183,Al Shamkha
N4791546525,education,school,(unnamed school),24.358038,54.700939,Al Shamkha
W480263426,education,school,(unnamed school),24.318327,54.640349,Al Shamkha
W480263427,education,school,(unnamed school),24.3156,54.643831,Al Shamkha
W480263428,education,school,(unnamed school),24.314622,54.645092,Al Shamkha
W483325248,education,school,(unnamed school),24.384435,54.707472,Al Shamkha
W1466669242,education,school,Abu Dhabi Indian School Branch-1 Al Wathba,24.264086,54.658666,Al Shamkha
W693873332,education,school,Al Aasimah Primary School,24.376987,54.712557,Al Shamkha
W1334508678,education,school,Al Ethar Kindergarten,24.359737,54.654708,Al Shamkha
W1334508676,education,school,Al Fateh School,24.374231,54.662663,Al Shamkha
W1078341272,education,school,Al Manara Private School,24.351933,54.68231,Al Shamkha
W480316921,education,school,Al Muneera Private School,24.321118,54.636711,Al Shamkha
N13355765749,education,kindergarten,Al Nahda Kindergarten,24.271724,54.687385,Al Shamkha
W481228306,education,school,Al Noor School,24.285521,54.646333,Al Shamkha
W693873330,education,school,Al Taawun School,24.375865,54.714532,Al Shamkha
N4312217989,education,school,Alqemma school,24.364454,54.692962,Al Shamkha
W250355430,education,school,Mayoor Private School,24.270833,54.650836,Al Shamkha
N4444652289,education,school,Schlumberger Training Center - MLC,24.372233,54.680933,Al Shamkha
N12055182669,education,school,Tharawat National Private School,24.289564,54.644235,Al Shamkha
W480954408,education,school,The Philippine School,24.302878,54.642119,Al Shamkha
N6295289686,education,school,Wales international school...,24.356037,54.704026,Al Shamkha
N5171716930,education,school,مدارس العلوم الخاصه,24.285112,54.64039,Al Shamkha
W235550057,education,college,(unnamed college),24.485136,54.35447,Al Zahiyah
N4295954290,education,kindergarten,(unnamed kindergarten),24.477035,54.369101,Al Zahiyah
N5219220733,education,kindergarten,(unnamed kindergarten),24.474425,54.36981,Al Zahiyah
W1239600400,education,school,(unnamed school),24.482965,54.380495,Al Zahiyah
W1239600401,education,school,(unnamed school),24.483855,54.381748,Al Zahiyah
W1239600402,education,school,(unnamed school),24.481726,54.37876,Al Zahiyah
W1239600403,education,school,(unnamed school),24.480273,54.380169,Al Zahiyah
W228791743,education,school,Abu Dhabi Grammar (Canada),24.492178,54.380708,Al Zahiyah
W478912742,education,kindergarten,Al Hedaya KG,24.465866,54.377364,Al Zahiyah
N4214842589,education,school,Al Khawarizmi Continuing Education Center,24.468556,54.379248,Al Zahiyah
W1289210377,education,school,Al Minhaj,24.489108,54.365647,Al Zahiyah
W172962022,education,school,Al Muna Primary School,24.486822,54.362554,Al Zahiyah
W481655176,education,school,Aldar Academies,24.475506,54.375597,Al Zahiyah
N4233750989,education,kindergarten,Bright Kids Nursery,24.483399,54.371205,Al Zahiyah
N6565862670,education,school,Dyvosvit Ukrainian School in UAE,24.482937,54.371007,Al Zahiyah
N4322316889,education,school,Emirates College Of Technology-Males Campus,24.48984,54.362724,Al Zahiyah
W424259749,education,school,Emirates College of Technology - Females Campus,24.473637,54.37885,Al Zahiyah
W377252462,education,school,Emirates National School,24.470111,54.384934,Al Zahiyah
W169548457,education,school,Emirates National School Girls School,24.475963,54.382123,Al Zahiyah
W478335715,education,school,GEMS Winchester School Abu Dhabi,24.481325,54.37057,Al Zahiyah
W478341777,education,school,International Jubilee Private School,24.479343,54.365423,Al Zahiyah
W264423422,education,school,Iranian Private School Abu Dhabi,24.475435,54.367349,Al Zahiyah
W478347351,education,school,Khadeeja Al Kubra School,24.482195,54.369124,Al Zahiyah
N12011855769,education,college,Liwa College,24.477195,54.363655,Al Zahiyah
N4749639020,education,university,Mohammed V University,24.492892,54.368436,Al Zahiyah
N4323943091,education,kindergarten,NOAH'S ARK NURSERY,24.488606,54.369754,Al Zahiyah
N4720959526,education,school,Secondary Technical School,24.466338,54.378926,Al Zahiyah
N4214842590,education,school,Syscoms College,24.489142,54.354985,Al Zahiyah
N4547678890,education,school,American Community School,24.463653,54.339773,Corniche
N4128424586,education,kindergarten,(unnamed kindergarten),24.452147,54.404715,Danet Abu Dhabi
N6198203188,education,kindergarten,(unnamed kindergarten),24.455152,54.375392,Danet Abu Dhabi
N4642171593,education,school,(unnamed school),24.43285,54.397156,Danet Abu Dhabi
N5374936779,education,school,(unnamed school),24.428803,54.410044,Danet Abu Dhabi
W396695976,education,school,(unnamed school),24.42976,54.430871,Danet Abu Dhabi
W396695978,education,school,(unnamed school),24.429812,54.430575,Danet Abu Dhabi
